URL: https://entomology.gitlab.io/hive.html?game=bga:8267727

1: wB1 .
2: bS1 -wB1
3: wQ wB1\
4: bG1 -bS1
5: wA1 wB1/
6: bB1 bG1\
7: wA1 /bB1
8: bQ bG1/
9: wS1 wB1/
10: bG2 -bQ
11: wS1 bG2/
12: bQ wS1-
13: wA2 wQ\
14: bA1 -bG1
15: wA2 bQ-
16: bA1 wQ-
17: wB2 \wS1
18: bB2 bA1/
19: wB2 wS1/
20: bG3 -bG2
21: wB2 bQ
22: bB2 wB1-
23: wQ /bA1
24: bG3 bG2-
25: wS2 wB2/
26: bG1 bB2-
27: wB2 bG3
28: bA2 bG1/
29: wA1 wS1/
30: bA2 /wQ
31: wB2 bG3-
