URL: https://entomology.gitlab.io/hive.html?game=bga:8333668

1: wB1 .
2: bG1 wB1\
3: wS1 wB1/
4: bS1 bG1-
5: wS2 -wB1
6: bQ /bG1
7: wQ -wS2
8: bA1 bQ-
9: wA1 -wQ
10: bA1 -wA1
11: wA2 \wS1
12: bS2 /bA1
13: wA2 bQ-
14: bS2 wQ\
15: wA3 wA2\
16: bS1 wA3\
17: wG1 wQ/
18: bA2 /bA1
19: wG1 bS2-
20: bQ -wA3
21: wG1 wA1\
22: bA2 wA1/
23: wG1 bA1/
24: bA2 \wG1
25: wS1 wA2-
26: bQ -bS1
27: wS1 bS1\
28: bA3 bA2/
29: wS1 -bQ
30: bA3 wQ/
31: wG2 wA2-
32: bA1 wA1\
33: wG2 wS1\
34: bA2 wG1-
